ecosystem,packageName,requestedVersion,version,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseUsingDeclaration,Use using declaration,Convert using statement to using declaration.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseVarInForEach,Use var instead of explicit type in foreach,Replace explicit type in foreach with var when type is evident.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseVarOrExplicitType,Use 'var' or explicit type,Enforce consistent use of 'var' or explicit type in local variable declarations.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.ValidateArgumentsCorrectly,Validate arguments correctly,Ensure argument validation in iterator methods runs immediately by flagging iterator methods that contain argument validation.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.ValueTypeIsNeverEqualToNull,Value type is never equal to null,Replace null with default in comparisons of value types.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.AddFrameworkReference,Add framework reference,Adds a `<FrameworkReference>` to a .csproj if it isn't already present.,1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""FrameworkName"",""type"":""String"",""displayName"":""Framework name"",""description"":""The shared framework name to reference."",""example"":""Microsoft.AspNetCore.App"",""required"":true},{""name"":""TriggerPackageGlob"",""type"":""String"",""displayName"":""Trigger package glob"",""description"":""Optional glob: only add the framework reference when a `<PackageReference>` matching this glob is present in the project. Leave blank to always add."",""example"":""Microsoft.AspNetCore.*""},{""name"":""RegenerateMarker"",""type"":""Boolean"",""displayName"":""Regenerate MSBuild marker"",""description"":""Whether to re-run `dotnet restore` after the edit to refresh the project's MSBuildProject marker. Defaults to `true`. Composite recipes that chain multiple csproj-mutating steps may set this to `false` on intermediate steps and finalize once with `EnsureCsprojAttestation`."",""value"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.AddNuGetPackageReference,Add NuGet package reference,Adds a `<PackageReference>` element to .csproj files if not already present.,1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""PackageName"",""type"":""String"",""displayName"":""Package name"",""description"":""The NuGet package name to add."",""example"":""Newtonsoft.Json"",""required"":true},{""name"":""Version"",""type"":""String"",""displayName"":""Version"",""description"":""The package version to add. If omitted, no Version attribute is set."",""example"":""13.0.3""},{""name"":""RegenerateMarker"",""type"":""Boolean"",""displayName"":""Regenerate MSBuild marker"",""description"":""Whether to re-run `dotnet restore` after the edit to refresh the project's MSBuildProject marker. Defaults to `true`. Composite recipes that chain multiple csproj-mutating steps may set this to `false` on intermediate steps and finalize once with `EnsureCsprojAttestation`."",""value"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.ChangeDotNetTargetFramework,Change .NET target framework,"Changes the `<TargetFramework>` or `<TargetFrameworks>` value in .csproj files. For multi-TFM projects, replaces the matching framework within the semicolon-delimited list.",1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""OldTargetFramework"",""type"":""String"",""displayName"":""Old target framework"",""description"":""The target framework moniker to replace (e.g., net8.0)."",""example"":""net8.0"",""required"":true},{""name"":""NewTargetFramework"",""type"":""String"",""displayName"":""New target framework"",""description"":""The target framework moniker to use instead (e.g., net9.0)."",""example"":""net9.0"",""required"":true},{""name"":""RegenerateMarker"",""type"":""Boolean"",""displayName"":""Regenerate MSBuild marker"",""description"":""Whether to re-run `dotnet restore` after the edit to refresh the project's MSBuildProject marker. Defaults to `true`. Composite recipes that chain multiple csproj-mutating steps may set this to `false` on intermediate steps and finalize once with `EnsureCsprojAttestation`."",""value"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.ConvertPackagesConfigToPackageReference,Convert `packages.config` to `<PackageReference>`,"Moves NuGet dependencies from `packages.config` into `<PackageReference>` items in the sibling project file, classifying top-level vs. transitive packages and reconstructing `IncludeAssets`/`ExcludeAssets`/`PrivateAssets` from the resolved dependency graph. Removes packaged `<Reference>`/`<Import>`/`<Analyzer>` wiring, the `EnsureNuGetPackageBuildImports` target and `NuGetPackageImportStamp` property, rewrites remaining `packages/` folder paths to `$(PkgXxx)` properties, deletes `packages.config`, and flags package behaviors that PackageReference does not support (`install.ps1`, XDT config transforms, legacy `content/` assets) for manual follow-up.",1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""TrimTransitive"",""type"":""Boolean"",""displayName"":""Trim transitive packages"",""description"":""Drop packages.config entries that are transitive dependencies of other entries instead of keeping them as explicit top-level pins. The restored package versions may drift over time as ranges re-resolve. Defaults to `false`."",""value"":false}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.EnsureCsprojAttestation,Ensure csproj attestation,"Re-runs `dotnet restore` against each .csproj whose `MSBuildProject` marker is stale (set by any csproj-mutating recipe in the run) and refreshes the marker from the resulting `project.assets.json`. Use this at the end of a composite recipe whose csproj-mutating sub-recipes have `RegenerateMarker = false`, so reattestation happens once on the final consistent state instead of after every edit. Unmodified .csproj files incur no `dotnet restore` cost.",1,,,,.NET,,,,.NET project file transformation recipes,
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.FindNuGetPackageReference,Find NuGet package reference,Searches for .csproj files that reference a specific NuGet package. Intended for use as a precondition to scope other recipes.,1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""PackageName"",""type"":""String"",""displayName"":""Package name"",""description"":""The NuGet package name to search for. Supports glob patterns."",""example"":""Swashbuckle.AspNetCore"",""required"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.ListDependencies,List .NET dependencies (SBOM),"Records every dependency of each .NET project — NuGet packages, assembly references, and project references — into the `Dependencies in use` data table, forming a Software Bill of Materials. Reports the resolved dependency graph when the `MSBuildProject` marker is available and falls back to the raw `.csproj` XML otherwise, so it works for both .NET (Core) and .NET Framework projects.",1,,,,.NET,,,,.NET project file transformation recipes,
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.RemoveDotNetCliToolReference,Remove DotNetCliToolReference,Removes a `<DotNetCliToolReference>` element from .csproj files. Use `*` to remove every CLI tool reference.,1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""ToolName"",""type"":""String"",""displayName"":""Tool name"",""description"":""The CLI tool package name to remove. Supports glob patterns. Use `*` to remove all CLI tool references."",""example"":""Microsoft.DotNet.Watcher.Tools"",""required"":true},{""name"":""RegenerateMarker"",""type"":""Boolean"",""displayName"":""Regenerate MSBuild marker"",""description"":""Whether to re-run `dotnet restore` after the edit to refresh the project's MSBuildProject marker. Defaults to `true`. Composite recipes that chain multiple csproj-mutating steps may set this to `false` on intermediate steps and finalize once with `EnsureCsprojAttestation`."",""value"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.RemoveMSBuildProperty,Remove MSBuild property,Removes an MSBuild property element (e.g. `<RuntimeFrameworkVersion>`) from `<PropertyGroup>` in .csproj files.,1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""PropertyName"",""type"":""String"",""displayName"":""Property name"",""description"":""The MSBuild property element name to remove (case-sensitive)."",""example"":""RuntimeFrameworkVersion"",""required"":true},{""name"":""RegenerateMarker"",""type"":""Boolean"",""displayName"":""Regenerate MSBuild marker"",""description"":""Whether to re-run `dotnet restore` after the edit to refresh the project's MSBuildProject marker. Defaults to `true`. Composite recipes that chain multiple csproj-mutating steps may set this to `false` on intermediate steps and finalize once with `EnsureCsprojAttestation`."",""value"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.RemoveNuGetPackageReference,Remove NuGet package reference,Removes a `<PackageReference>` element from .csproj files.,1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""PackageName"",""type"":""String"",""displayName"":""Package name"",""description"":""The NuGet package name to remove. Supports glob patterns."",""example"":""Newtonsoft.Json"",""required"":true},{""name"":""RegenerateMarker"",""type"":""Boolean"",""displayName"":""Regenerate MSBuild marker"",""description"":""Whether to re-run `dotnet restore` after the edit to refresh the project's MSBuildProject marker. Defaults to `true`. Composite recipes that chain multiple csproj-mutating steps may set this to `false` on intermediate steps and finalize once with `EnsureCsprojAttestation`."",""value"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.CSharp.Recipes.UpgradeNuGetPackageVersion,Upgrade NuGet package version,Upgrades the version of a NuGet `<PackageReference>` or `<PackageVersion>` in .csproj and Directory.Packages.props files. Handles property references by updating the property value instead of the version attribute. Uses NuGet.Versioning for correct version semantics.,1,,,,.NET,,,,.NET project file transformation recipes,"[{""name"":""PackageName"",""type"":""String"",""displayName"":""Package name"",""description"":""The NuGet package name to upgrade. Supports glob patterns."",""example"":""Newtonsoft.Json"",""required"":true},{""name"":""NewVersion"",""type"":""String"",""displayName"":""New version"",""description"":""An exact version number, or a NuGet version range (e.g. '[14.0,)' for >= 14.0). Use 'latest' to upgrade to the latest available version from NuGet sources."",""example"":""14.0.0"",""required"":true},{""name"":""IncludePrerelease"",""type"":""Boolean"",""displayName"":""Include prerelease"",""description"":""Whether to include prerelease versions when resolving 'latest' or ranges."",""value"":false},{""name"":""RegenerateMarker"",""type"":""Boolean"",""displayName"":""Regenerate MSBuild marker"",""description"":""Whether to re-run `dotnet restore` after the edit to refresh the project's MSBuildProject marker. Defaults to `true`. Composite recipes that chain multiple csproj-mutating steps may set this to `false` on intermediate steps and finalize once with `EnsureCsprojAttestation`."",""value"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.Xml.Recipes.ChangeXmlAttribute,Change XML attribute value,Changes the value of attributes matching AttrName to NewValue.,1,,,,XML,,,,XML transformation recipes,"[{""name"":""AttrName"",""type"":""String"",""displayName"":""Attribute name"",""description"":""The attribute name to match"",""required"":true},{""name"":""NewValue"",""type"":""String"",""displayName"":""New value"",""description"":""The new attribute value"",""required"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Core,,0.4.0,OpenRewrite.Xml.Recipes.ChangeXmlCharData,Change XML CharData text,Replaces occurrences of OldText with NewText in XML CharData nodes.,1,,,,XML,,,,XML transformation recipes,"[{""name"":""OldText"",""type"":""String"",""displayName"":""Old text"",""description"":""The text to search for"",""required"":true},{""name"":""NewText"",""type"":""String"",""displayName"":""New text"",""description"":""The replacement text"",""required"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Migration.Dotnet,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.Dotnet.AddNuGetPackageReferenceIfTypeUsed,Add NuGet package reference when namespace is used,Adds a `<PackageReference>` to a .csproj only when a C# source file in the same project directory has a `using` directive that starts with the trigger namespace prefix. Useful for paired add-package-when-type-is-used migrations.,1,,,,C#,,,,,"[{""name"":""PackageName"",""type"":""String"",""displayName"":""Package name"",""description"":""The NuGet package name to add."",""example"":""Newtonsoft.Json"",""required"":true},{""name"":""Version"",""type"":""String"",""displayName"":""Version"",""description"":""The package version to add. If omitted, no Version attribute is set."",""example"":""13.0.3""},{""name"":""TriggerNamespacePrefix"",""type"":""String"",""displayName"":""Trigger namespace prefix"",""description"":""The package is added if any C# source file in the same project directory has a `using` directive whose namespace starts with this prefix."",""example"":""Newtonsoft.Json""},{""name"":""TriggerTypeFqn"",""type"":""String"",""displayName"":""Trigger type FQN"",""description"":""The package is added if any C# source file in the same project directory has a fully-qualified reference to this type. Useful for types that live in a namespace that's already in scope via existing usings (so the using directive doesn't change)."",""example"":""Microsoft.AspNetCore.Mvc.MvcNewtonsoftJsonOptions""},{""name"":""RegenerateMarker"",""type"":""Boolean"",""displayName"":""Regenerate MSBuild marker"",""description"":""Whether to re-run `dotnet restore` after the edit to refresh the project's MSBuildProject marker. Defaults to `true`. Composite recipes that chain multiple csproj-mutating steps may set this to `false` on intermediate steps and finalize once with `EnsureCsprojAttestation`."",""value"":true}]"
nuget,OpenRewrite.Recipes.CSharp.Migration.Dotnet,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.Dotnet.AspNet.UpgradeAspNetFrameworkToCore,Migrate ASP.NET Framework to ASP.NET Core,"Migrate ASP.NET Framework (System.Web.Mvc, System.Web.Http) types to their ASP.NET Core equivalents. Based on the .NET Upgrade Assistant's UA0002 and UA0010 diagnostics. See https://learn.microsoft.com/en-us/aspnet/core/migration/proper-to-2x.",44,,,Migration,C#,,,Recipes for migrating between versions,,
